,world_rank,university_name,national_rank,total_score,alumni,award,hici,ns,pub,pcp,year
3920,24,University of Toronto,1,41.8,20.4,17.2,38.8,42.2,80.5,29.6,2014
3921,24,University of Wisconsin - Madison,18,41.8,31.6,34.8,40.2,37.4,63.2,24.5,2014
3922,26,Kyoto University,2,39.9,30.2,37.2,34.4,35.0,61.2,23.8,2014
3923,27,New York University,19,39.6,28.8,31.9,36.1,42.4,56.6,23.4,2014
3924,28,Northwestern University,20,39.4,15.8,22.1,50.3,39.5,58.2,28.7,2014
3925,28,University of Illinois at Urbana-Champaign,20,39.4,30.7,36.2,35.8,36.0,54.4,28.5,2014
3926,30,"University of Minnesota, Twin Cities",22,39.3,30.2,16.3,47.3,34.5,65.1,26.2,2014
3927,31,Duke University,23,38.4,15.8,14.9,50.2,40.6,61.9,23.7,2014
3928,32,Washington University in St. Louis,24,37.8,19.0,24.9,40.7,44.2,52.1,26.1,2014
3929,33,Rockefeller University,25,37.6,17.5,59.8,30.3,44.2,20.8,38.9,2014
3930,34,University of Colorado at Boulder,26,37.2,12.9,34.1,37.1,40.1,46.1,34.8,2014
3931,35,Pierre and Marie  Curie University - Paris 6,1,35.4,34.5,27.4,25.8,30.2,60.0,23.8,2014
3932,36,University of North Carolina at Chapel Hill,27,35.2,9.1,16.3,40.4,36.3,61.1,25.6,2014
3933,37,University of British Columbia,2,35.1,15.8,18.8,34.2,34.0,63.9,24.4,2014
3934,38,The University of Manchester,5,34.7,19.0,32.6,28.0,28.2,57.8,25.9,2014
3935,39,The University of Texas at Austin,28,34.5,16.6,16.3,38.6,36.3,55.7,26.0,2014
3936,39,University of Copenhagen,1,34.5,22.3,18.8,27.1,32.0,61.1,36.2,2014
3937,41,"University of California, Santa Barbara",29,34.3,14.9,35.1,38.7,28.8,38.6,36.9,2014
3938,42,University of Paris Sud (Paris 11),2,34.2,31.1,54.3,16.8,18.5,48.4,26.5,2014
3939,43,"University of Maryland, College Park",30,32.7,19.7,20.0,31.9,32.5,52.5,26.0,2014
3940,44,The University of Melbourne,1,32.6,17.5,13.3,29.3,26.7,65.9,29.7,2014
3941,45,The University of Edinburgh,6,32.5,21.1,24.9,25.8,32.5,51.8,25.8,2014
3942,45,The University of Texas Southwestern Medical Center at Dallas,31,32.5,19.0,34.5,30.3,37.2,35.8,22.2,2014
3943,47,Karolinska Institute,1,31.9,22.9,26.6,24.8,22.4,51.8,37.0,2014
3944,47,"University of California, Irvine",32,31.9,0.0,29.3,35.0,31.5,46.0,27.8,2014
3945,49,Heidelberg University,1,31.1,13.9,25.3,23.7,27.5,52.2,32.2,2014
3946,49,University of Munich,1,31.1,26.3,19.1,20.3,31.7,51.3,32.1,2014
3947,51,University of Southern California,33,31.0,0.0,31.7,34.8,22.8,52.3,19.7,2014
3948,52,"Rutgers, The State University of New Jersey - New Brunswick",34,30.9,10.5,18.8,34.5,30.1,49.8,24.5,2014
3949,53,Technical University Munich,3,30.7,35.7,21.6,22.3,23.7,48.6,31.2,2014
3950,54,Vanderbilt University,35,30.6,15.8,29.0,28.4,22.8,51.5,18.9,2014
3951,55,"University of California, Davis",36,30.4,0.0,0.0,41.0,35.1,59.3,26.1,2014
3952,56,University of Zurich,2,30.3,5.3,24.0,27.1,29.3,52.1,25.1,2014
3953,57,Utrecht University,1,30.2,23.5,20.0,30.0,24.6,47.7,27.0,2014
3954,58,Pennsylvania State University - University Park,37,30.0,10.5,0.0,42.3,33.0,54.7,22.6,2014
3955,59,King's College London,7,29.7,21.7,21.0,27.6,19.3,53.7,24.9,2014
3956,60,Purdue University - West Lafayette,38,29.5,13.9,23.1,27.7,25.8,49.5,22.2,2014
3957,60,Uppsala University,2,29.5,18.2,27.4,18.4,25.8,49.5,26.7,2014
3958,62,Carnegie Mellon University,39,29.4,32.4,31.6,28.6,15.6,34.4,34.0,2014
3959,63,University of Bristol,8,28.9,7.4,16.3,25.7,34.2,46.3,29.5,2014
3960,64,The Ohio State University - Columbus,40,28.7,12.9,0.0,38.3,25.5,60.6,18.8,2014
3961,65,University of Pittsburgh-Pittsburgh Campus,41,28.6,19.0,0.0,39.8,19.2,61.9,18.5,2014
3962,66,University of Geneva,3,28.5,22.3,28.2,18.9,29.0,37.8,28.3,2014
3963,67,Ecole Normale Superieure - Paris,3,28.3,50.2,28.0,11.2,16.8,26.8,59.8,2014
3964,67,McGill University,3,28.3,31.1,0.0,22.8,27.1,59.4,26.2,2014
3965,69,University of Oslo,1,28.1,18.2,32.6,15.9,16.5,50.0,25.9,2014
3966,70,Ghent University,1,28.0,5.3,13.3,26.9,19.6,57.1,33.9,2014
3967,70,The Hebrew University of Jerusalem,1,28.0,32.9,28.2,19.6,21.3,37.2,27.8,2014
3968,72,Boston University,42,27.8,11.8,11.5,29.9,27.0,50.3,21.9,2014
3969,73,University of Helsinki,1,27.5,12.9,16.3,24.2,20.0,52.3,29.6,2014
3970,74,Aarhus University,2,27.4,11.8,22.1,12.3,26.7,51.9,29.8,2014
3971,74,Brown University,43,27.4,14.9,13.3,26.2,26.7,43.6,32.6,2014
3972,74,The Australian National University,2,27.4,13.9,19.2,24.8,22.8,45.1,29.1,2014
3973,77,Leiden University,2,27.3,18.2,9.4,25.7,23.7,48.4,33.3,2014
3974,78,Osaka University,3,26.8,9.1,0.0,30.9,29.9,54.4,22.3,2014
3975,78,Stockholm University,3,26.8,24.7,27.4,18.1,20.3,39.9,25.3,2014
3976,78,Technion-Israel Institute of Technology,2,26.8,24.1,37.6,15.2,19.1,33.3,27.1,2014
3977,78,University of Florida,44,26.8,17.5,0.0,30.9,22.0,60.4,17.5,2014
3978,82,Rice University,45,26.7,16.6,21.7,28.1,24.6,30.0,34.6,2014
3979,82,University of Groningen,3,26.7,0.0,18.8,23.0,19.9,52.6,32.0,2014
3980,84,Moscow State University,1,26.1,42.4,33.0,0.0,9.7,47.9,30.7,2014
3981,85,The University of Queensland,3,25.7,12.9,0.0,22.0,21.7,61.4,27.8,2014
3982,86,University of Arizona,46,25.4,14.9,0.0,27.2,30.7,48.4,20.5,2014
3983,87,University of Utah,47,25.0,0.0,11.5,26.5,27.2,47.3,18.7,2014
3984,88,Arizona State University,48,24.9,0.0,20.0,22.2,27.3,42.5,19.1,2014
3985,88,The University of Western Australia,4,24.9,13.9,14.1,22.9,15.3,47.9,28.4,2014
3986,90,McMaster University,4,24.8,12.9,18.8,23.2,15.5,45.7,22.6,2014
3987,90,University of Basel,4,24.8,19.7,16.3,17.4,20.8,39.4,34.4,2014
3988,90,University of Rochester,49,24.8,25.2,7.7,25.2,24.0,40.7,21.5,2014
3989,93,"University of California, Santa Cruz",50,24.7,0.0,0.0,37.9,34.3,29.4,37.3,2014
3990,94,University of Bonn,4,24.6,15.8,19.8,17.4,21.9,40.5,25.2,2014
3991,95,University of Strasbourg,4,24.5,25.8,28.8,13.9,17.7,35.5,21.2,2014
3992,96,KU Leuven,2,24.2,0.0,0.0,29.5,19.1,54.9,29.1,2014
3993,96,Swiss Federal Institute of Technology Lausanne,5,24.2,0.0,0.0,26.1,29.5,43.3,38.6,2014
3994,96,Texas A & M University,51,24.2,0.0,0.0,34.3,23.2,50.2,20.8,2014
3995,99,Georgia Institute of Technology,52,24.1,12.9,0.0,31.0,22.2,43.9,28.0,2014
3996,100,VU University Amsterdam,4,24.0,0.0,0.0,27.8,17.5,55.3,32.6,2014
4397,1,Harvard University,1,100.0,100.0,100.0,100.0,100.0,100.0,76.6,2015
4398,2,Stanford University,2,73.3,40.7,89.6,80.1,70.1,70.6,53.8,2015
4399,3,Massachusetts Institute of Technology (MIT),3,70.4,68.2,80.7,60.6,73.1,61.1,68.0,2015
4400,4,"University of California, Berkeley",4,69.6,65.1,79.4,66.1,65.6,67.9,56.5,2015
4401,5,University of Cambridge,1,68.8,77.1,96.6,50.8,55.6,66.4,55.8,2015
4402,6,Princeton University,5,61.0,53.3,93.4,57.1,43.0,42.4,70.3,2015
4403,7,California Institute of Technology,6,59.6,49.5,66.7,49.3,56.4,44.0,100.0,2015
4404,8,Columbia University,7,58.8,63.5,65.9,52.1,51.9,68.8,33.2,2015
4405,9,University of Chicago,8,57.1,59.8,86.3,49.0,42.9,49.8,42.0,2015
4406,10,University of Oxford,2,56.6,49.7,54.9,52.3,51.9,70.9,43.1,2015
4407,11,Yale University,9,54.5,47.6,50.4,51.0,58.8,63.0,37.8,2015
4408,12,"University of California, Los Angeles",10,50.7,29.5,47.1,52.3,47.2,70.7,31.6,2015
4409,13,Cornell University,11,50.5,42.0,49.8,50.4,45.3,59.9,40.2,2015
4410,14,"University of California, San Diego",12,48.7,19.2,35.5,56.6,55.1,62.9,36.6,2015
4411,15,University of Washington,13,47.8,21.2,31.6,53.0,51.7,71.9,29.3,2015
4412,16,Johns Hopkins University,14,46.3,37.7,33.6,44.0,44.9,70.2,28.8,2015
4413,17,University of Pennsylvania,15,46.1,31.6,33.8,49.6,39.6,67.7,37.4,2015
4414,18,University College London,3,44.5,28.1,36.2,38.5,40.6,71.7,32.7,2015
4415,18,"University of California, San Francisco",16,44.5,0.0,39.9,46.8,53.5,59.5,34.9,2015
4416,20,Swiss Federal Institute of Technology Zurich,1,43.7,29.5,35.5,38.4,45.9,55.7,46.3,2015
4417,21,The University of Tokyo,1,42.0,30.8,14.1,41.9,48.6,70.8,28.8,2015
4418,22,University of Michigan-Ann Arbor,17,41.7,34.4,0.0,56.2,41.3,75.9,25.6,2015
4419,23,"The Imperial College of Science, Technology and Medicine",4,41.5,14.5,35.8,44.2,34.5,62.0,38.0,2015
4420,24,University of Wisconsin - Madison,18,41.1,30.8,34.8,40.2,35.7,62.5,24.6,2015
4421,25,University of Toronto,1,40.6,19.9,17.2,38.8,38.6,79.1,29.3,2015
4422,26,Kyoto University,2,38.9,31.6,37.2,33.6,32.6,59.0,23.5,2015
4423,27,New York University,19,38.8,28.1,31.9,35.2,40.3,56.2,23.3,2015
4424,27,Northwestern University,19,38.8,15.4,22.1,50.3,37.0,58.1,28.8,2015
4425,29,University of Illinois at Urbana-Champaign,21,38.6,29.9,36.2,34.9,32.4,55.5,28.6,2015
4426,30,"University of Minnesota, Twin Cities",22,38.5,29.5,16.3,47.3,32.5,64.0,26.2,2015
4427,31,Duke University,23,38.0,15.4,14.9,50.2,39.0,61.7,23.9,2015
4428,32,Washington University in St. Louis,24,37.4,22.9,24.9,40.7,41.8,50.5,26.0,2015
4429,33,Rockefeller University,25,36.5,17.0,59.8,30.3,40.9,19.0,39.6,2015
4430,34,University of Colorado at Boulder,26,36.0,12.6,34.1,37.1,36.0,45.0,34.2,2015
4431,35,University of Copenhagen,1,35.7,21.8,18.8,28.0,34.0,63.2,39.2,2015
4432,36,Pierre and Marie  Curie University - Paris 6,1,35.0,33.6,27.4,25.8,29.8,59.2,23.9,2015
4433,37,The University of Texas at Austin,27,34.8,16.2,16.3,38.6,37.5,56.0,26.6,2015
4434,38,"University of California, Santa Barbara",28,34.6,14.5,39.1,38.7,27.5,37.3,38.0,2015
4435,39,University of North Carolina at Chapel Hill,29,34.4,8.9,16.3,39.8,33.5,61.2,25.6,2015
4436,40,University of British Columbia,2,34.1,15.4,18.8,32.8,32.0,63.0,24.2,2015
4437,41,The University of Manchester,5,33.6,18.5,32.6,27.1,26.1,56.2,25.6,2015
4438,41,University of Paris-Sud (Paris 11),2,33.6,30.3,54.3,16.8,17.4,47.3,26.6,2015
4439,43,"University of Maryland, College Park",30,32.8,19.2,20.0,33.0,31.6,52.7,26.5,2015
4440,44,The University of Melbourne,1,32.3,17.0,13.3,28.6,25.3,66.9,30.2,2015
4441,44,The University of Texas Southwestern Medical Center at Dallas,31,32.3,18.5,34.5,31.1,35.6,35.8,22.4,2015
4442,46,Heidelberg University,1,32.2,19.9,25.3,23.7,29.4,51.7,34.2,2015
4443,47,The University of Edinburgh,6,32.0,20.5,24.9,25.8,30.5,51.9,25.9,2015
4444,48,Karolinska Institute,1,31.9,22.4,26.6,24.8,23.5,50.8,37.4,2015
4445,49,University of Southern California,32,31.3,0.0,31.7,35.6,22.1,53.2,20.3,2015
4446,50,"University of California, Irvine",33,31.0,0.0,29.3,34.3,28.9,45.3,27.5,2015
4447,51,Technical University Munich,2,30.5,34.8,21.6,22.3,23.2,48.3,32.3,2015
4448,52,University of Munich,3,30.3,25.6,19.1,20.3,28.9,50.7,32.6,2015
4449,53,Vanderbilt University,34,30.2,15.4,29.0,28.4,21.8,51.0,19.0,2015
4450,54,University of Zurich,2,30.1,5.1,24.0,27.1,29.0,51.6,25.4,2015
4451,55,King's College London,7,30.0,21.2,21.0,29.5,18.2,54.3,25.6,2015
4452,56,Utrecht University,1,29.8,22.9,20.0,29.1,25.4,46.0,26.9,2015
4453,57,"University of California, Davis",35,29.7,0.0,0.0,41.0,33.0,58.0,26.0,2015
4454,58,University of Geneva,3,29.4,27.1,28.2,21.4,27.6,38.1,29.4,2015
4455,58,University of Oslo,1,29.4,28.1,32.6,15.9,18.2,49.1,26.9,2015
4456,60,Pennsylvania State University - University Park,36,29.3,10.3,0.0,41.6,31.6,53.4,22.4,2015
4457,61,Carnegie Mellon University,37,29.2,31.6,31.6,28.6,15.2,34.3,34.4,2015
4458,61,Purdue University - West Lafayette,37,29.2,13.6,23.1,27.7,25.1,49.0,22.4,2015
4459,61,Uppsala University,2,29.2,17.8,27.4,18.4,24.6,49.8,27.1,2015
4460,64,McGill University,3,28.5,32.8,0.0,22.8,27.3,59.3,26.8,2015
4461,64,"Rutgers, The State University of New Jersey - New Brunswick",39,28.5,10.3,18.8,34.5,24.8,44.6,22.9,2015
4462,66,University of Bristol,8,28.3,7.3,16.3,25.7,32.4,45.5,29.3,2015
4463,67,The Hebrew University of Jerusalem,1,28.2,32.0,28.2,19.6,21.5,37.6,29.1,2015
4464,67,The Ohio State University - Columbus,40,28.2,12.6,0.0,38.3,22.8,60.9,18.9,2015
4465,67,University of Helsinki,1,28.2,12.6,16.3,25.2,22.4,51.8,31.3,2015
4466,70,"University of Pittsburgh, Pittsburgh Campus",41,28.1,18.5,0.0,39.8,19.2,59.6,18.3,2015
4467,71,Ghent University,1,27.8,5.1,13.3,26.9,18.3,57.5,34.5,2015
4468,72,Ecole Normale Superieure - Paris,3,27.6,48.9,28.0,6.2,19.5,26.4,60.5,2015
4469,73,Aarhus University,2,27.3,11.5,22.1,12.3,25.8,51.8,31.0,2015
4470,73,Boston University,42,27.3,11.5,11.5,29.1,26.3,49.5,21.8,2015
4471,75,Brown University,43,27.0,14.5,13.3,26.2,25.1,43.6,32.8,2015
4472,75,University of Groningen,2,27.0,0.0,18.8,23.0,21.0,52.6,32.7,2015
4473,77,Nagoya University,3,26.7,29.0,25.3,16.8,17.7,44.3,23.1,2015
4474,77,Stockholm University,3,26.7,24.1,27.4,18.1,19.4,40.4,25.6,2015
4475,77,Technion-Israel Institute of Technology,2,26.7,23.5,37.6,15.2,18.3,33.3,28.2,2015
4476,77,The Australian National University,2,26.7,13.6,19.2,24.8,20.1,45.1,29.1,2015
4477,77,The University of Queensland,2,26.7,12.6,0.0,22.0,24.0,63.2,29.3,2015
4478,82,Leiden University,3,26.5,17.8,9.4,25.7,22.0,46.9,32.9,2015
4479,83,University of Florida,44,26.2,17.0,0.0,30.9,21.0,58.7,17.3,2015
4480,84,Rice University,45,26.0,16.2,21.7,28.1,22.8,29.2,34.3,2015
4481,85,Osaka University,4,25.7,8.9,0.0,31.6,26.7,51.7,21.7,2015
4482,86,Moscow State University,1,25.3,41.4,33.0,0.0,7.7,46.4,31.3,2015
4483,87,The University of Western Australia,4,24.9,13.6,14.1,24.1,14.5,47.5,28.9,2015
4484,87,University of Basel,4,24.9,19.2,16.3,17.4,21.4,39.2,35.0,2015
4485,87,University of Strasbourg,4,24.9,25.1,28.8,15.9,19.0,34.6,21.7,2015
4486,90,KU Leuven,2,24.7,0.0,0.0,30.1,18.6,56.6,30.4,2015
4487,90,University of Arizona,46,24.7,14.5,0.0,27.2,27.5,48.4,20.3,2015
4488,92,University of Warwick,9,24.6,0.0,29.8,23.7,14.0,39.3,26.8,2015
4489,93,Arizona State University,47,24.5,0.0,20.0,22.2,25.5,42.6,19.1,2015
4490,93,"University of California, Santa Cruz",47,24.5,0.0,0.0,37.9,33.9,29.0,37.6,2015
4491,93,University of Utah,47,24.5,0.0,11.5,26.5,25.5,46.7,18.7,2015
4492,96,McMaster University,4,24.4,12.6,18.8,23.2,15.1,44.5,22.5,2015
4493,97,University of Bonn,4,24.3,15.4,19.8,17.4,21.1,39.8,25.9,2015
4494,98,VU University Amsterdam,4,24.2,0.0,0.0,27.8,18.0,55.5,33.3,2015
4495,99,Michigan State University,50,24.0,8.9,0.0,30.7,21.8,50.6,18.9,2015
4496,100,Texas A&M University,51,23.9,0.0,0.0,34.3,22.7,49.5,20.9,2015
